KECAMATAN,KELURAHAN,RT,JENIS_KB,AKHIR_PKB,POKOK_PKB,JUMLAH_KENDARAAN
SEPAKU,ARGOMULYO,4,R,01/12/2025,203000,1
PENAJAM,GERSIK,1,R,01/12/2025,304500,1
SEPAKU,BUMI HARAPAN,2,R,01/12/2025,320300,1
PENAJAM,GERSIK,10,R,01/12/2025,350000,1
SEPAKU,SEPAKU,5,R,01/12/2025,392000,1
SEPAKU,BUKIT RAYA,5,R,01/12/2025,350000,1
PENAJAM,JENEBORA,8,R,01/12/2025,379800,1
BABULU,SUMBER SARI,4,R,01/12/2025,262500,1
BABULU,BABULU DARAT,11,R,01/12/2025,208300,1
PENAJAM,NENANG,7,R,01/12/2025,208300,1
PENAJAM,SUNGAI PARIT,4,R,01/12/2025,208300,1
PENAJAM,PENAJAM,13,R,01/12/2025,217000,1
PENAJAM,GIRIPURWA,7,R,01/12/2025,274800,1
PENAJAM,PENAJAM,26,R,01/15/2025,820800,1
PENAJAM,JENEBORA,5,R,10/11/2024,189000,1
SEPAKU,SEPAKU,8,R,01/16/2025,217000,1
BABULU,BABULU DARAT,28,R,01/16/2025,262500,1
WARU,WARU,28,R,01/16/2025,203000,1
PENAJAM,PETUNG,10,R,01/16/2025,224000,1
BABULU,SEBAKUNG JAYA,5,R,01/16/2025,234500,1
PENAJAM,NIPAH-NIPAH,8,R,01/16/2025,411300,1
PENAJAM,RIKO,1,R,01/18/2025,350000,1
BABULU,BABULU DARAT,4,R,01/18/2025,213500,1
BABULU,LABANGKA BARAT,7,R,01/18/2025,213500,1
SEPAKU,MARIDAN,11,R,01/18/2025,203000,1
BABULU,BABULU DARAT,18,R,01/18/2025,262500,1
PENAJAM,SIDOREJO,4,R,01/18/2025,262500,1
WARU,WARU,29,R,01/18/2025,208300,1
PENAJAM,SOTEK,10,R,01/18/2025,274800,1
PENAJAM,BULUMINUNG,2,R,01/18/2025,274800,1
PENAJAM,NENANG,3,R,01/02/2025,189000,1
SEPAKU,BUKIT RAYA,2,R,01/23/2025,203000,1
PENAJAM,NENANG,4,R,01/23/2025,217000,1
SEPAKU,BUMI HARAPAN,6,R,01/23/2025,274800,1
BABULU,LABANGKA BARAT,9,R,01/23/2025,208300,1
PENAJAM,BULUMINUNG,2,R,01/23/2025,208300,1
PENAJAM,GIRIMUKTI,15,R,01/23/2025,208300,1
PENAJAM,TANJUNG TENGAH,4,D,07/18/2025,2278500,1
PENAJAM,PETUNG,4,E,09/22/2023,4985800,1
SEPAKU,SEMOI DUA,18,F,03/31/2024,2069700,1
PENAJAM,GIRIMUKTI,18,F,03/31/2025,2069700,1
SEPAKU,SUKARAJA,6,F,04/07/2025,1386100,1
SEPAKU,KARANG JINAWI,4,F,04/07/2025,1462038,1
PENAJAM,BUKIT SUBUR,4,F,04/07/2020,3108600,1
PENAJAM,GIRIPURWA,10,F,04/23/2024,1367100,1
PENAJAM,BUKIT SUBUR,8,F,03/04/2025,1500100,1
BABULU,BABULU,7,F,03/22/2020,531700,1
PENAJAM,BULUMINUNG,6,F,04/07/2025,2031700,1
PENAJAM,GERSIK,3,F,06/07/2025,1405075,1
PENAJAM,PETUNG,22,F,04/22/2023,1462100,1
SEPAKU,SEMOI DUA,19,F,06/28/2025,1405075,1
PENAJAM,RIKO,3,F,05/10/2025,2031700,1
PENAJAM,GIRIMUKTI,11,F,06/28/2024,2819644,1
WARU,SESULU,1,F,05/26/2020,3911500,1
PENAJAM,GUNUNG STELENG,4,F,08/05/2025,1538000,1
PENAJAM,GERSIK,13,F,08/10/2021,1469700,1
PENAJAM,GIRIPURWA,1,F,08/16/2024,1488620,1
SEPAKU,PEMALUAN,4,F,09/08/2025,1538000,1
PENAJAM,PENAJAM,27,F,08/26/2025,1405100,1
PENAJAM,BULUMINUNG,4,F,06/27/2020,1519000,1
BABULU,BABULU DARAT,24,F,04/05/2025,5107638,1
WARU,API-API,1,F,05/08/2024,1405100,1
PENAJAM,NENANG,13,F,06/27/2024,1339758,1
BABULU,SEBAKUNG JAYA,1,F,07/28/2025,1443050,1
PENAJAM,GIRIMUKTI,7,F,07/28/2025,1329200,1
BABULU,BABULU DARAT,15,F,07/28/2024,1339758,1
BABULU,LABANGKA,8,F,07/28/2022,1316795,1
PENAJAM,GIRIPURWA,3,F,08/30/2023,1386100,1
WARU,WARU,24,F,07/19/2025,1537988,1
PENAJAM,SALOLOANG,1,F,09/19/2025,1405100,1
PENAJAM,NENANG,1,F,10/05/2021,1469633,1
BABULU,RINTIK,1,F,08/02/2025,3759600,1
BABULU,RINTIK,1,F,08/02/2025,3759600,1
PENAJAM,NENANG,6,F,08/12/2025,2601288,1
WARU,WARU,1,F,06/10/2025,1310200,1
BABULU,BABULU DARAT,5,F,10/27/2025,1329125,1
PENAJAM,GIRIPURWA,2,F,09/29/2025,1310200,1
SEPAKU,SUKARAJA,6,F,10/11/2025,1443050,1
BABULU,LABANGKA BARAT,5,F,10/27/2020,1264568,1
WARU,WARU,12,F,12/28/2024,1451478,1
SEPAKU,BUKIT RAYA,1,F,12/28/2022,1500100,1
BABULU,LABANGKA,1,F,09/19/2025,3038000,1
WARU,WARU,9,F,10/19/2025,4595000,1
PENAJAM,SOTEK,7,F,10/27/2025,2601300,1
PENAJAM,PENAJAM,24,F,12/02/2025,1537988,1
SEPAKU,SUKARAJA,17,F,11/23/2024,1443100,1
PENAJAM,PEJALA,5,F,12/15/2025,1405100,1
BABULU,BABULU DARAT,2,F,09/22/2025,2031663,1
SEPAKU,TENGIN BARU,18,F,09/22/2021,1162080,1
PENAJAM,GIRIMUKTI,16,F,09/29/2024,1367100,1
PENAJAM,SOTEK,5,F,10/26/2025,2031700,1
SEPAKU,SEPAKU,9,F,12/15/2023,1614000,1
SEPAKU,KARANG JINAWI,5,F,12/02/2024,1405075,1
BABULU,LABANGKA,8,F,12/07/2025,1538000,1
BABULU,BABULU DARAT,2,F,12/28/2022,1500100,1
PENAJAM,PETUNG,15,F,01/27/2025,1443050,1
WARU,BANGUN MULYA,13,F,12/28/2025,1443100,1
BABULU,SEBAKUNG JAYA,14,F,12/28/2022,1500100,1
WARU,SESULU,10,F,02/16/2025,1481100,1
BABULU,LABANGKA,16,F,11/25/2025,5468400,1
BABULU,LABANGKA,16,F,11/25/2025,5468400,1
BABULU,LABANGKA,16,F,11/29/2025,5772200,1
PENAJAM,PENAJAM,25,F,02/01/2024,1595000,1
WARU,SESULU,2,F,02/08/2021,1557000,1
BABULU,LABANGKA,16,F,12/02/2025,5468400,1
WARU,SESULU,1,F,12/21/2025,5772200,1
WARU,SESULU,1,F,12/21/2025,5772200,1
WARU,SESULU,1,F,12/21/2025,5772200,1
WARU,SESULU,1,F,12/28/2025,5772200,1
PENAJAM,PENAJAM,16,F,12/29/2024,1329200,1
WARU,SESULU,1,G,03/31/2025,5414500,1
WARU,SESULU,1,G,03/31/2025,5414500,1
WARU,SESULU,1,G,03/31/2025,5414500,1
WARU,SESULU,1,G,03/31/2025,5414500,1
WARU,SESULU,1,G,03/31/2025,5414500,1
WARU,SESULU,1,G,03/31/2025,5414500,1
WARU,SESULU,1,G,03/31/2025,5414500,1
PENAJAM,NIPAH-NIPAH,1,F,07/21/2025,1689888,1
WARU,WARU,27,G,01/20/2024,3094000,1
PENAJAM,PENAJAM,5,F,03/03/2025,1291200,1
BABULU,GUNUNG MAKMUR,7,F,07/27/2025,1367100,1
PENAJAM,GIRIMUKTI,5,F,07/27/2025,1519000,1
BABULU,RINTIK,6,F,07/27/2025,1519000,1
PENAJAM,SOTEK,14,F,07/27/2025,1519000,1
PENAJAM,TANJUNG TENGAH,7,F,08/04/2025,6455800,1
PENAJAM,TANJUNG TENGAH,9,F,08/09/2025,1689900,1
SEPAKU,PEMALUAN,3,F,08/09/2025,3114000,1
WARU,WARU,20,G,12/29/2025,2047500,1
PENAJAM,PETUNG,19,F,08/29/2025,1367100,1
SEPAKU,ARGO MULYO,7,F,08/29/2025,1329125,1
PENAJAM,SEPAN,5,F,08/29/2025,1367100,1
PENAJAM,PETUNG,2,F,08/29/2023,1386100,1
PENAJAM,SEPAN,2,F,09/07/2025,1556975,1
PENAJAM,LAWE-LAWE,2,F,09/07/2022,1727900,1
BABULU,GUNUNG MULIA,12,F,12/18/2025,778488,1
PENAJAM,PETUNG,5,F,07/31/2025,1272200,1
BABULU,SUMBER SARI,16,G,09/20/2025,5118750,1
SEPAKU,ARGO MULYO,1,G,09/20/2025,5118750,1
PENAJAM,GIRIMUKTI,4,F,09/20/2024,3854500,1
PENAJAM,PENAJAM,10,F,09/28/2025,1519000,1
WARU,WARU,9,F,09/28/2025,1519000,1
SEPAKU,BUKIT RAYA,2,F,09/28/2025,1367100,1
BABULU,BABULU DARAT,15,F,09/28/2025,1519000,1
PENAJAM,PETUNG,7,F,10/05/2025,1367100,1
PENAJAM,PENAJAM,26,F,10/05/2025,1519000,1
BABULU,RINTIK,1,G,10/13/2025,5027800,1
BABULU,RINTIK,1,G,10/13/2025,5027800,1
PENAJAM,NENANG,12,F,10/12/2025,3987400,1
PENAJAM,PETUNG,5,F,10/17/2025,5069700,1
PENAJAM,SEPAN,5,F,10/30/2024,1507240,1
WARU,SESULU,3,F,10/30/2025,1519000,1
BABULU,SEBAKUNG JAYA,9,F,10/30/2022,1479150,1
WARU,WARU,8,G,11/10/2025,5209750,1
PENAJAM,SOTEK,2,F,11/10/2025,3854500,1
PENAJAM,SOTEK,2,F,11/10/2025,5487400,1
SEPAKU,TELEMOW,7,F,11/10/2025,2088700,1
PENAJAM,PETUNG,7,F,11/16/2025,1519000,1
BABULU,BABULU DARAT,10,F,11/16/2025,1519000,1
PENAJAM,BULUMINUNG,3,F,11/29/2025,1557000,1
SEPAKU,KARANG JINAWI,7,G,11/29/2025,4140500,1
WARU,WARU,6,F,11/29/2025,1367100,1
PENAJAM,TANJUNG TENGAH,4,F,11/29/2025,1519000,1
PENAJAM,PENAJAM,26,F,11/29/2025,1367100,1
BABULU,BABULU DARAT,18,F,11/29/2025,1519000,1
BABULU,RINTIK,1,G,11/30/2025,5027800,1
BABULU,RINTIK,1,G,11/30/2025,5027800,1
PENAJAM,GUNUNG STELENG,5,F,12/06/2024,1544480,1
PENAJAM,GUNUNG STELENG,5,F,12/22/2025,1689888,1
SEPAKU,SEMOI DUA,5,F,02/15/2024,1595000,1
SEPAKU,KARANG JINAWI,5,G,05/09/2021,3644550,1
PENAJAM,PETUNG,15,F,03/23/2025,6133000,1
SEPAKU,PEMALUAN,1,F,01/21/2020,1074200,1
BABULU,RINTIK,2,F,01/08/2021,2145600,1
PENAJAM,RIKO,6,F,01/09/2025,1538000,1
SEPAKU,KARANG JINAWI,1,F,03/23/2025,1670900,1
SEPAKU,MARIDAN,5,F,04/06/2024,1670900,1
PENAJAM,PENAJAM,6,F,01/26/2025,3455800,1
PENAJAM,GIRIPURWA,4,F,01/09/2024,1538000,1
BABULU,SEBAKUNG JAYA,11,F,02/13/2025,1272200,1
SEPAKU,SEPAKU,2,F,02/13/2022,1931040,1
BABULU,GUNUNG INTAN,15,F,05/09/2021,2717190,1
PENAJAM,SOTEK,10,F,05/18/2024,1595000,1
PENAJAM,GIRIPURWA,10,F,06/08/2025,1746900,1
WARU,WARU,14,G,06/29/2024,3731000,1
PENAJAM,RIKO,5,G,07/05/2025,3890300,1
SEPAKU,TENGIN BARU,3,F,06/08/2025,1746850,1
PENAJAM,GIRIMUKTI,10,F,03/21/2023,1765900,1
PENAJAM,GIRIMUKTI,15,G,03/28/2024,2889300,1
BABULU,BABULU DARAT,27,F,04/19/2024,1746900,1
BABULU,GUNUNG MAKMUR,5,F,04/26/2024,1435500,1
PENAJAM,TANJUNG TENGAH,1,G,11/18/2023,5050500,1
BABULU,RAWA MULIA,4,F,08/09/2025,1575963,1
BABULU,LABANGKA BARAT,4,F,08/09/2025,1746850,1
WARU,BANGUN MULYA,9,G,02/12/2020,4251000,1
WARU,BANGUN MULYA,9,G,02/27/2020,3841500,1
SEPAKU,SUKARAJA,9,G,06/08/2024,6620300,1
BABULU,RINTIK,2,F,06/08/2021,1965240,1
WARU,WARU,5,F,06/26/2024,4614030,1
WARU,BANGUN MULYA,1,G,10/19/2024,3708300,1
WARU,BANGUN MULYA,6,F,06/25/2024,1746900,1
PENAJAM,SOTEK,9,F,06/25/2025,1727900,1
PENAJAM,PENAJAM,6,F,06/29/2025,3417800,1
PENAJAM,PENAJAM,6,F,06/29/2025,3417800,1
PENAJAM,GIRIPURWA,3,F,07/05/2025,1253200,1
WARU,WARU,7,F,07/10/2025,3987400,1
SEPAKU,SEMOI DUA,20,G,07/23/2025,4595500,1
PENAJAM,RIKO,5,F,09/28/2025,1576000,1
PENAJAM,BUKIT SUBUR,9,F,09/28/2020,1708900,1
PENAJAM,LAWE-LAWE,3,G,01/11/2025,4277000,1
WARU,BANGUN MULYA,5,G,08/07/2025,2411500,1
PENAJAM,NENANG,3,F,08/06/2025,1727900,1
BABULU,BABULU DARAT,28,F,08/09/2025,2126600,1
PENAJAM,PETUNG,12,G,11/16/2025,5232500,1
PENAJAM,PENAJAM,4,G,01/24/2025,4581500,1
BABULU,BABULU DARAT,2,F,09/04/2025,1386088,1
BABULU,BABULU DARAT,28,G,09/04/2025,6506500,1
PENAJAM,PENAJAM,6,F,10/25/2023,6190000,1
PENAJAM,SOTEK,4,G,12/06/2025,4004000,1
SEPAKU,WONOSARI,9,F,10/11/2021,1623510,1
BABULU,SEBAKUNG JAYA,14,F,10/03/2024,1670900,1
SEPAKU,KARANG JINAWI,5,F,10/11/2025,1576000,1
PENAJAM,GUNUNG STELENG,6,G,12/06/2025,4004000,1
BABULU,GUNUNG MULIA,5,G,12/06/2025,4004000,1
SEPAKU,BINUANG,6,F,09/13/2025,2126600,1
BABULU,BABULU DARAT,11,G,09/20/2023,3753800,1
BABULU,BABULU DARAT,3,F,09/20/2025,1746850,1
WARU,BANGUN MULYA,1,G,09/20/2025,4004000,1
PENAJAM,GUNUNG STELENG,9,G,09/02/2025,4754750,1
PENAJAM,SIDOREJO,3,F,09/26/2021,1606410,1
BABULU,BABULU DARAT,16,F,09/26/2025,1576000,1
PENAJAM,PETUNG,5,G,09/27/2025,2797200,1
SEPAKU,PEMALUAN,4,F,09/28/2020,3571560,1
PENAJAM,GUNUNG STELENG,7,F,09/28/2024,1746900,1
PENAJAM,GIRIPURWA,5,F,11/08/2025,1652000,1
PENAJAM,SEPAN,7,F,11/08/2024,1730582,1
SEPAKU,TELEMOW,6,F,10/03/2025,3873500,1
WARU,WARU,5,F,10/11/2023,5183600,1
BABULU,BABULU DARAT,7,F,10/19/2025,2126600,1
SEPAKU,BUKIT RAYA,10,G,10/19/2020,5710300,1
PENAJAM,GIRIPURWA,8,G,10/19/2025,6347300,1
PENAJAM,PETUNG,17,F,11/28/2023,1749202,1
BABULU,BABULU DARAT,16,F,12/06/2025,1120300,1
PENAJAM,GIRIMUKTI,4,F,10/29/2024,1746900,1
BABULU,GUNUNG INTAN,1,F,10/29/2025,1575963,1
BABULU,SUMBER SARI,2,G,02/08/2025,4072300,1
PENAJAM,GIRIPURWA,1,G,02/22/2025,4004000,1
PENAJAM,BULUMINUNG,5,F,11/05/2025,3873500,1
PENAJAM,BULUMINUNG,5,F,11/05/2025,3873500,1
BABULU,BABULU DARAT,9,G,11/08/2025,6210750,1
PENAJAM,LAWE-LAWE,6,F,08/07/2024,3041820,1
PENAJAM,LAWE-LAWE,8,G,11/16/2025,5528250,1
PENAJAM,PETUNG,12,G,11/16/2025,5232500,1
SEPAKU,BUKIT RAYA,2,F,11/28/2025,1727900,1
SEPAKU,SEMOI DUA,6,G,10/15/2025,3139500,1
PENAJAM,PENAJAM,24,F,12/04/2024,3797500,1
BABULU,LABANGKA BARAT,16,F,12/06/2025,1576000,1
PENAJAM,PENAJAM,5,G,12/06/2020,6370000,1
PENAJAM,PENAJAM,3,F,12/06/2025,2126600,1
PENAJAM,GIRIMUKTI,2,F,12/06/2024,4708900,1
SEPAKU,TELEMOW,6,F,12/06/2025,3873450,1
BABULU,RINTIK,2,G,12/10/2025,4277000,1
WARU,WARU,23,F,12/13/2025,1576000,1
WARU,BANGUN MULYA,13,G,11/20/2025,2411500,1
PENAJAM,PETUNG,4,G,12/14/2025,6506500,1
SEPAKU,BUKIT RAYA,7,F,12/14/2025,2126600,1
PENAJAM,PETUNG,4,G,12/14/2025,6506500,1
PENAJAM,SALOLOANG,4,F,12/17/2025,1310200,1
WARU,WARU,20,G,04/09/2023,3116800,1
PENAJAM,GUNUNG STELENG,4,G,04/26/2022,4106375,1
PENAJAM,GIRIPURWA,2,G,03/06/2025,4004000,1
BABULU,GUNUNG INTAN,3,F,02/14/2025,1765900,1
WARU,WARU,15,F,02/14/2025,1746900,1
PENAJAM,NIPAH-NIPAH,1,G,12/21/2025,3708300,1
PENAJAM,PENAJAM,6,F,12/21/2023,4803900,1
WARU,WARU,27,F,12/26/2025,1727900,1
BABULU,GUNUNG INTAN,2,G,01/11/2025,4072300,1
WARU,BANGUN MULYA,7,F,02/14/2025,1595000,1
PENAJAM,GIRIMUKTI,16,G,05/03/2020,4322500,1
SEPAKU,ARGO MULYO,16,F,04/05/2020,1652000,1
BABULU,SUMBER SARI,8,G,06/21/2020,4663800,1
PENAJAM,SEPAN,4,F,01/25/2021,1213380,1
WARU,SESULU,2,G,01/30/2022,4013100,1
PENAJAM,NIPAH-NIPAH,1,F,01/30/2025,5537740,1
SEPAKU,BINUANG,6,F,01/30/2024,3911500,1
PENAJAM,PENAJAM,6,F,01/30/2024,3949400,1
BABULU,BABULU DARAT,5,G,03/24/2025,978300,1
PENAJAM,LAWE-LAWE,6,F,02/08/2024,306512,1
PENAJAM,PENAJAM,13,G,09/15/2020,2616300,1
PENAJAM,PENAJAM,3,F,02/12/2021,1633000,1
PENAJAM,GIRIPURWA,2,F,02/19/2025,1765900,1
WARU,WARU,20,G,02/20/2024,4686500,1
WARU,WARU,20,G,02/20/2024,4686500,1
SEPAKU,BINUANG,1,F,02/25/2025,1746900,1
PENAJAM,GIRIPURWA,10,F,02/26/2022,1623510,1
BABULU,BABULU DARAT,9,F,02/27/2025,1291200,1
BABULU,SUMBER SARI,8,G,04/26/2023,4277000,1
BABULU,BABULU DARAT,17,G,07/12/2020,6028800,1
WARU,SESULU,11,G,04/26/2020,5005000,1
PENAJAM,GIRIMUKTI,4,G,06/28/2024,4595500,1
PENAJAM,GIRIPURWA,5,G,03/06/2025,6506500,1
PENAJAM,GIRIPURWA,7,G,03/12/2024,4481800,1
PENAJAM,PENAJAM,10,F,03/13/2025,1765900,1
BABULU,GUNUNG INTAN,9,F,03/15/2020,2202600,1
BABULU,GUNUNG INTAN,17,F,03/15/2022,2290925,1
PENAJAM,PENAJAM,26,F,03/22/2020,1803900,1
PENAJAM,NENANG,2,F,03/26/2025,1746900,1
BABULU,BABULU DARAT,15,F,03/26/2025,1614000,1
BABULU,SEBAKUNG JAYA,14,F,04/12/2024,2392425,1
WARU,API-API,3,G,06/21/2021,5405400,1
SEPAKU,SUKARAJA,24,G,06/28/2025,4504500,1
PENAJAM,GIRIMUKTI,17,G,10/21/2025,4208800,1
PENAJAM,TANJUNG TENGAH,1,G,06/28/2025,4504500,1
PENAJAM,NENANG,4,G,07/26/2025,4504500,1
PENAJAM,PENAJAM,30,G,04/12/2020,5801300,1
PENAJAM,BULUMINUNG,6,F,04/29/2025,1746900,1
PENAJAM,LAWE-LAWE,3,F,04/29/2021,544950,1
BABULU,GUNUNG INTAN,7,F,04/29/2020,1652000,1
PENAJAM,SEPAN,7,F,04/29/2025,1822800,1
BABULU,RINTIK,2,G,05/10/2025,6074300,1
PENAJAM,BULUMINUNG,4,G,05/10/2020,6552000,1
PENAJAM,GIRIPURWA,3,F,05/10/2024,2392500,1
PENAJAM,SALOLOANG,4,G,05/15/2023,3230500,1
BABULU,GUNUNG INTAN,8,F,05/16/2020,1765838,1
PENAJAM,SALOLOANG,4,F,05/16/2025,1727900,1
SEPAKU,BINUANG,2,F,05/17/2025,4462100,1
SEPAKU,TENGIN BARU,7,F,05/17/2025,1670900,1
SEPAKU,ARGO MULYO,1,G,07/26/2024,4595500,1
SEPAKU,BINUANG,9,F,06/28/2025,4462100,1
PENAJAM,SEPAN,5,F,07/19/2025,2373500,1
PENAJAM,SOTEK,10,F,07/05/2025,1670900,1
WARU,WARU,14,G,10/21/2023,4982250,1
PENAJAM,PENAJAM,26,F,07/12/2025,1746900,1
BABULU,GUNUNG INTAN,6,F,05/24/2020,2202600,1
PENAJAM,RIKO,1,F,05/27/2025,1803900,1
PENAJAM,GIRIMUKTI,16,F,05/27/2023,1746900,1
PENAJAM,GUNUNG STELENG,6,F,07/19/2025,1670900,1
PENAJAM,BUKIT SUBUR,3,G,10/25/2020,6916000,1
WARU,API-API,8,F,08/05/2024,1236130,1
BABULU,BABULU DARAT,31,G,08/05/2020,6028800,1
SEPAKU,TELEMOW,6,F,08/08/2025,2373500,1
BABULU,BABULU DARAT,13,G,09/06/2025,4504500,1
PENAJAM,PENAJAM,6,F,08/23/2025,3246900,1
SEPAKU,SEMOI DUA,11,G,07/03/2020,6552000,1
PENAJAM,PETUNG,11,F,08/05/2025,1841800,1
BABULU,SRI RAHARJA,2,F,08/05/2025,1841800,1
PENAJAM,SOTEK,7,F,08/23/2025,1955800,1
WARU,BANGUN MULYA,7,G,11/01/2025,4891300,1
BABULU,BABULU DARAT,6,F,09/06/2025,2373500,1
PENAJAM,TANJUNG TENGAH,1,G,09/06/2020,4663800,1
WARU,BANGUN MULYA,1,F,09/06/2025,1955800,1
BABULU,LABANGKA BARAT,7,F,07/19/2025,2373500,1
PENAJAM,PETUNG,5,G,10/01/2025,4334400,1
PENAJAM,PETUNG,5,G,10/01/2025,4334400,1
SEPAKU,SEPAKU,2,F,09/06/2025,1670900,1
SEPAKU,PEMALUAN,5,C,01/30/2024,2572500,1
SEPAKU,BUMI HARAPAN,10,C,01/19/2024,3454500,1
WARU,WARU,7,C,02/20/2025,2646000,1
SEPAKU,TENGIN BARU,17,C,02/02/2025,1433250,1
SEPAKU,BUKIT RAYA,12,C,02/10/2024,3068700,1
BABULU,BABULU DARAT,7,C,02/23/2025,2535800,1
BABULU,LABANGKA BARAT,4,C,01/26/2024,1745700,1
BABULU,LABANGKA BARAT,4,C,02/23/2025,2001060,1
PENAJAM,PENAJAM,16,B,02/23/2025,7846200,1
PENAJAM,GERSIK,3,C,02/16/2024,2572500,1
PENAJAM,PENAJAM,8,C,03/24/2024,2517400,1
BABULU,BABULU DARAT,18,C,02/27/2024,1708900,1
SEPAKU,SUKARAJA,7,C,04/17/2025,8720250,1
PENAJAM,GIRIMUKTI,17,C,03/16/2025,2076375,1
PENAJAM,SOTEK,1,B,03/21/2024,8507700,1
PENAJAM,LAWE-LAWE,3,B,03/30/2024,8085000,1
SEPAKU,BUKIT RAYA,1,B,04/29/2025,8048300,1
SEPAKU,WONOSARI,3,C,04/04/2025,3105400,1
PENAJAM,SALOLOANG,4,C,12/13/2025,3546400,1
SEPAKU,MARIDAN,6,C,03/13/2025,2884900,1
WARU,API-API,2,C,04/10/2025,4060875,1
SEPAKU,BUMI HARAPAN,10,C,07/03/2024,3895500,1
PENAJAM,SEPAN,4,C,04/11/2024,2278500,1
SEPAKU,TENGIN BARU,4,C,06/27/2025,3766900,1
WARU,BANGUN MULYA,3,C,03/24/2025,2811375,1
PENAJAM,NENANG,5,C,05/03/2025,3840400,1
SEPAKU,SUKARAJA,1,C,04/11/2025,2076375,1
PENAJAM,PETUNG,12,C,04/17/2025,2002900,1
BABULU,BABULU DARAT,11,C,04/17/2025,1819200,1
PENAJAM,PETUNG,11,C,05/03/2025,2094800,1
BABULU,BABULU DARAT,3,C,11/09/2025,1947750,1
SEPAKU,TENGIN BARU,22,C,04/17/2024,1708900,1
SEPAKU,SUKARAJA,16,C,05/29/2024,2076400,1
BABULU,BABULU LAUT,12,C,05/03/2024,1708900,1
SEPAKU,SUKO MULYO,1,C,05/23/2024,3436200,1
PENAJAM,PETUNG,21,C,08/16/2025,3895500,1
PENAJAM,PENAJAM,2,C,05/09/2025,1819200,1
PENAJAM,SOTEK,7,C,05/03/2025,2076400,1
SEPAKU,SEMOI DUA,3,C,05/29/2024,1819200,1
PENAJAM,GIRIPURWA,3,C,04/17/2025,2076400,1
SEPAKU,PEMALUAN,2,C,05/23/2025,3583200,1
WARU,API-API,4,C,05/23/2025,3822000,1
PENAJAM,GUNUNG STELENG,9,C,05/17/2024,3178900,1
PENAJAM,PENAJAM,29,C,05/09/2024,1855900,1
BABULU,LABANGKA,15,C,06/27/2025,2076400,1
PENAJAM,GIRIMUKTI,5,C,05/03/2025,2958375,1
WARU,API-API,2,C,07/03/2025,1819200,1
PENAJAM,PENAJAM,25,C,05/23/2025,4005800,1
PENAJAM,SEPAN,4,C,05/17/2024,2646000,1
PENAJAM,PETUNG,20,C,05/17/2025,1819200,1
SEPAKU,MENTAWIR,3,C,05/17/2025,2535750,1
SEPAKU,SUKARAJA,7,C,05/17/2025,2076400,1
PENAJAM,SOTEK,3,C,05/24/2025,2076400,1
PENAJAM,SOTEK,2,C,06/07/2024,3693400,1
PENAJAM,PENAJAM,24,C,08/16/2025,1690500,1
PENAJAM,SOTEK,2,C,06/07/2025,2076375,1
PENAJAM,SALOLOANG,2,C,06/07/2024,2076400,1
PENAJAM,PENAJAM,2,C,06/07/2025,2995125,1
PENAJAM,NIPAH-NIPAH,4,C,07/03/2025,2407125,1
PENAJAM,RIKO,6,C,05/29/2025,3895500,1
SEPAKU,TENGIN BARU,21,C,05/30/2024,3417800,1
PENAJAM,GIRIMUKTI,16,C,06/19/2025,2076400,1
PENAJAM,PENAJAM,14,C,06/19/2025,3325900,1
SEPAKU,BINUANG,6,C,07/03/2025,1690500,1
PENAJAM,SOTEK,4,C,07/11/2025,3178900,1
PENAJAM,TANJUNG TENGAH,3,C,07/11/2024,3178900,1
PENAJAM,PANTAI LANGO,2,C,06/19/2024,2149900,1
PENAJAM,PENAJAM,4,C,07/21/2025,3693375,1
SEPAKU,SUKO MULYO,4,C,07/28/2025,2407125,1
PENAJAM,GIRIMUKTI,11,C,07/18/2025,4171125,1
BABULU,BABULU DARAT,10,C,06/19/2025,3693375,1
SEPAKU,SUKARAJA,7,C,07/28/2025,2076375,1
SEPAKU,SUKARAJA,16,C,07/10/2025,3105375,1
SEPAKU,TENGIN BARU,12,C,07/03/2025,0,1
PENAJAM,GUNUNG STELENG,16,C,07/03/2025,3178900,1
SEPAKU,TENGIN BARU,16,C,07/21/2025,2002875,1
BABULU,GUNUNG MAKMUR,11,C,07/03/2025,2793000,1
SEPAKU,SEMOI DUA,20,C,07/28/2025,2002875,1
PENAJAM,PENAJAM,8,C,07/18/2024,1966200,1
SEPAKU,TENGIN BARU,12,C,07/18/2025,3693375,1
BABULU,BABULU DARAT,11,C,06/22/2024,4005800,1
WARU,BANGUN MULYA,20,C,09/28/2025,1966125,1
PENAJAM,GUNUNG STELENG,7,B,07/10/2025,6082125,1
WARU,WARU,2,C,06/27/2025,2958400,1
BABULU,GUNUNG INTAN,10,C,06/27/2024,3234000,1
SEPAKU,BUKIT RAYA,4,C,07/18/2025,2884875,1
BABULU,GUNUNG INTAN,13,C,07/18/2025,2076375,1
SEPAKU,TENGIN BARU,12,C,07/18/2024,3178900,1
PENAJAM,SIDOREJO,2,C,07/18/2025,1966200,1
PENAJAM,GIRIMUKTI,5,C,07/18/2025,3178900,1
PENAJAM,SOTEK,13,C,07/18/2025,2002900,1
PENAJAM,BUKIT SUBUR,2,C,07/18/2024,2866500,1
SEPAKU,MARIDAN,6,C,07/18/2025,5197500,1
PENAJAM,PENAJAM,17,C,07/28/2025,2260125,1
